,aqm30_file,TP,FP,FN,TN,ACC,CE,OE,B,DC,TPR,TNR,PPV,NPV,CSI,start_dt,end_dt,reference_area_km2,model_area_km2,orbita_ponto
0,aq30m/LS8_AQM_222_067_20190923_0107.zip,1022.1391453419806,1213.935317674994,764.2114234743603,86986.71411350866,0.9780174165029465,0.5428868035267118,0.42780596195109494,1.2517556755383277,0.5082203582430057,0.572194038048905,0.9862366623658237,0.45711319647328813,0.9912911297653233,0.34068058312180194,2019-09-07 14:00:00-03:00,2019-09-23 14:00:00-03:00,542.3733,677.4273221198644,222/067
1,aq30m/LS8_AQM_220_074_20200927_0114.zip,1691.7649244491886,1718.3431869720093,721.2702930931148,85667.62159548569,0.9728325094926991,0.50389698239094,0.2989058294092097,1.4132027939875746,0.5810486978861008,0.7010941705907904,0.9803361650666703,0.4961030176090599,0.9916508907878645,0.4094916414823235,2020-09-11 14:00:00-03:00,2020-09-27 14:00:00-03:00,698.9607000000001,985.9367783300638,220/074
2,aq30m/LS8_AQM_226_071_20191005_0111.zip,397.23479310150014,321.31631778512053,415.5251471466647,88764.92374196672,0.9918036745132672,0.4471725294372562,0.5112520026759562,0.8840877549491688,0.5188165955011261,0.4887479973240439,0.996393199246375,0.5528274705627438,0.9953406250773269,0.3502716773124098,2019-09-19 14:00:00-03:00,2019-10-05 14:00:00-03:00,240.19830000000002,212.34012667315525,226/071
3,aq30m/LS8_AQM_221_073_20200918_0113.zip,221.77059186234106,292.0354672325488,297.401437443576,89026.79250346153,0.9934388910630677,0.5683768458219283,0.5728379432173437,0.9896643695959488,0.4293810185377168,0.4271620567826564,0.9967304153685451,0.4316231541780717,0.9966705388056417,0.27338331167878344,2020-09-02 14:00:00-03:00,2020-09-18 14:00:00-03:00,151.506,149.8197590425727,221/073
4,aq30m/LS8_AQM_220_065_20170919_0105.zip,785.6420459358565,763.6457590449938,1779.0814882767997,86688.63070674235,0.971752810609976,0.49290116180475113,0.6936737876595185,0.6040759498299944,0.3819347985024613,0.3063262123404816,0.9912678572827804,0.5070988381952488,0.9798900475197666,0.23604413354231712,2017-09-03 14:00:00-03:00,2017-09-19 14:00:00-03:00,783.0502024915204,473.007760060434,220/065
5,aq30m/LS8_AQM_224_069_20210910_0109.zip,2272.062670828673,760.6878349617539,1669.9408985191403,85245.30859569044,0.9729774010152434,0.25082440296667113,0.4236274445574448,0.7693424048046161,0.6515104751657185,0.5763725554425552,0.9911554093141041,0.7491755970333288,0.9807865603764919,0.4831409240986012,2021-08-25 14:00:00-03:00,2021-09-10 14:00:00-03:00,1181.4687,909.5316737591605,224/069
6,aq30m/LS8_AQM_221_073_20210921_0113.zip,781.528777536775,1477.5573997360793,632.6824816983379,86946.23134102882,0.9765106093030297,0.6540509231568011,0.44737480172554217,1.597417756732257,0.4255189191974272,0.5526251982744579,0.9832900464820854,0.3459490768431988,0.9927758583192869,0.2702597855164598,2021-09-05 14:00:00-03:00,2021-09-21 14:00:00-03:00,412.3134,657.8371928813096,221/073
7,aq30m/LS8_AQM_221_067_20210719_0107.zip,161.98616072353886,115.75139017082904,688.1772409198876,89021.08520818576,0.9910661692123227,0.41676535923243896,0.8094646741903873,0.32668725842288837,0.28723472634554925,0.19053532580961266,0.998701419137271,0.5832346407675609,0.9923288050516488,0.16770232953911388,2021-07-03 14:00:00-03:00,2021-07-19 14:00:00-03:00,257.5674,84.16523352861041,221/067
8,aq30m/LS8_AQM_220_065_20210829_0105.zip,1564.7891206824443,1232.4953864760926,2752.9955837623725,84466.7199090791,0.955725130028345,0.4406042300388147,0.6375944546119637,0.647851780168417,0.43985211503791544,0.3624055453880361,0.9856183585552619,0.5593957699611852,0.9684360861737926,0.2819297576066675,2021-08-13 14:00:00-03:00,2021-08-29 14:00:00-03:00,1317.2877,854.0707594043164,220/065
9,aq30m/LS8_AQM_221_070_20190916_0110.zip,1938.7456104889118,905.4997037649905,1013.5692275491858,86068.18545819691,0.9786594652123504,0.31836202708222433,0.343313394117117,0.963394986743348,0.6689296960792578,0.656686605882883,0.9895888083610719,0.6816379729177756,0.9883607165334819,0.5025502365343798,2019-08-31 14:00:00-03:00,2019-09-16 14:00:00-03:00,882.1773000000001,848.525157551527,221/070
10,aq30m/LS8_AQM_221_067_20190916_0107.zip,1379.737680637016,502.5687398894028,1939.6733885324088,86165.02019094117,0.9728600561367552,0.26699624163681646,0.5843426282897072,0.5670603553772582,0.5304931239999704,0.41565737171029277,0.9942011916324278,0.7330037583631835,0.9779844488445698,0.36100077697081817,2019-08-31 14:00:00-03:00,2019-09-16 14:00:00-03:00,1006.0875000000001,570.484105489631,221/067
11,aq30m/LS8_AQM_226_071_20170913_0111.zip,676.3363736203491,1066.69913488091,569.0589813735911,87586.90551012516,0.9818044904141925,0.6119778568355766,0.45693038687811716,1.399584077065825,0.45263645338565534,0.543069613121883,0.9879677860911322,0.38802214316442346,0.993544861262014,0.29252107843436714,2017-08-28 14:00:00-03:00,2017-09-13 14:00:00-03:00,369.0820334003846,516.0417696139112,226/071
12,aq30m/LS8_AQM_221_070_20141020_0110.zip,550.8143337990074,820.6519790142102,2048.4557776506194,86506.07790953616,0.9680947917547225,0.5983756008784856,0.7880888441056189,0.5276351644917516,0.27743686558155994,0.21191115589438117,0.990602511051753,0.40162439912151443,0.9768678610528664,0.16106049179743204,2014-10-04 14:00:00-03:00,2014-10-20 14:00:00-03:00,775.6402291605856,409.204513936417,221/070
