aqm30_file,TP,FP,FN,TN,ACC,CE,OE,B,DC,TPR,TNR,PPV,NPV,CSI,start_dt,end_dt,reference_area_km2,model_area_km2,orbita_ponto
aq30m/LS8_AQM_222_067_20190923_0107.zip,966.9763404859673,1200.7678014803023,819.3742283303736,86999.88162970336,0.9775507347749045,0.5539250588822425,0.4586861294943364,1.2135043254150528,0.48910125387187775,0.5413138705056636,0.9863859528334066,0.4460749411177574,0.9906697657555315,0.3237154409752899,2019-09-07 17:00:00-03:00,2019-09-23 17:00:00-03:00,542.3733,656.6847866496488,222/067
aq30m/LS8_AQM_220_074_20200927_0114.zip,1644.2866812135435,1635.3286917534351,768.7485363287599,85750.63609070425,0.9732282405362844,0.4986342926774361,0.318581565134278,1.3591245370663487,0.5776875482064114,0.6814184348657221,0.9812861402191475,0.5013657073225639,0.9911147248718577,0.40616078940877304,2020-09-11 17:00:00-03:00,2020-09-27 17:00:00-03:00,698.9607000000001,948.2042627157996,220/074
aq30m/LS8_AQM_226_071_20191005_0111.zip,367.457595908312,286.54692465298206,445.3023443398529,88799.69313509886,0.9918592056753376,0.4381421162151226,0.5478891395703952,0.8046712050812973,0.5010451312755755,0.4521108604296048,0.996783488398873,0.5618578837848773,0.9950103382049871,0.33426298665146137,2019-09-19 17:00:00-03:00,2019-10-05 17:00:00-03:00,240.19830000000002,193.24238051420528,226/071
aq30m/LS8_AQM_221_073_20200918_0113.zip,290.2765913684055,605.2404768179147,228.8954379375116,88713.58749387617,0.9907151103680467,0.675855880718947,0.4408855350769238,1.724894673897475,0.4103751020389811,0.5591144649230763,0.9932238197637737,0.3241441192810531,0.9974264779845085,0.2581584514468548,2020-09-02 17:00:00-03:00,2020-09-18 17:00:00-03:00,151506,261.1613944778773,221/073
aq30m/LS8_AQM_220_065_20170919_0105.zip,995.3514239442856,1441.880412579269,1569.3721102683708,86010.39605320808,0.9665479573541927,0.5916057680569092,0.6119069323977454,0.9502902765197105,0.39798492796139656,0.3880930676022545,0.983512374167374,0.4083942319430907,0.9820806546628557,0.2484277051494596,2017-09-03 17:00:00-03:00,2017-09-19 17:00:00-03:00,783.0502024915204,744.1351130634463,220/065
aq30m/LS8_AQM_224_069_20210910_0109.zip,2107.9187368199428,694.0786371133929,1834.084832527871,85311.91779353879,0.9718930552136651,0.24770852520074713,0.4652671668765921,0.7108053873215829,0.6251240931156751,0.5347328331234079,0.9919298808697248,0.752291474799253,0.9789538845470892,0.45467673845001766,2021-08-25 17:00:00-03:00,2021-09-10 17:00:00-03:00,1181.4687,840.3508209356844,224/069
aq30m/LS8_AQM_221_073_20210921_0113.zip,749.2659343518677,1386.8821605448293,664.9453248832451,87036.90658022006,0.9771608062798808,0.6492443870619833,0.4701881140748986,1.5104872634460917,0.42207892757666504,0.5298118859251015,0.9843155085266613,0.35075561293801677,0.9924181153483197,0.2674905196167042,2021-09-05 17:00:00-03:00,2021-09-21 17:00:00-03:00,412.3134,622.0421179890318,221/073
aq30m/LS8_AQM_221_067_20210719_0107.zip,264.8862164555118,334.398804214429,585.2771851879147,88802.43779414214,0.9897799016591026,0.5579962666855989,0.6884290526462702,0.7049056916723069,0.36549933392282385,0.3115709473537297,0.9962484779920875,0.44200373331440096,0.9934523755828947,0.22361528600659872,2021-07-03 17:00:00-03:00,2021-07-19 17:00:00-03:00,257.5674,181.56704464537552,221/067
aq30m/LS8_AQM_220_065_20210829_0105.zip,1821.1590948591684,1596.1810177514153,2496.6256095856484,84103.03427780376,0.9545329590262166,0.4670828671285096,0.5782191055092604,0.7914568109643593,0.47088033817984215,0.4217808944907395,0.9813746133818544,0.5329171328714903,0.9711704917452082,0.3079421120119134,2021-08-13 17:00:00-03:00,2021-08-29 17:00:00-03:00,1317.2877,1043.3747376548956,220/065
aq30m/LS8_AQM_221_070_20190916_0110.zip,1799.949764758389,918.205912588155,1152.3650732797091,86055.47924937375,0.9769747238188303,0.33780475498169593,0.3903259430303478,0.9206862500995456,0.6348502332830819,0.6096740569696522,0.989442715795263,0.6621952450183041,0.9867859929088929,0.46504072209589775,2019-08-31 17:00:00-03:00,2019-09-16 17:00:00-03:00,882.1773000000001,810.9122170670709,221/070
aq30m/LS8_AQM_221_067_20190916_0107.zip,1374.5892678831851,514.4745604172591,1944.8218012862399,86153.11437041331,0.9726705372809017,0.2723436618232865,0.585893630153155,0.5690960802794217,0.5278279323380908,0.414106369846845,0.9940638182420436,0.7276563381767136,0.9779243205255587,0.3585368476501408,2019-08-31 17:00:00-03:00,2019-09-16 17:00:00-03:00,1006.0875000000001,572.5323739451194,221/067
aq30m/LS8_AQM_226_071_20170913_0111.zip,644.1262383651837,1078.405755440838,601.2691166287566,87575.19888956522,0.9813159782414754,0.6260584763119819,0.48279376843482946,1.3831206186042047,0.43405795537793523,0.5172062315651706,0.9878357370830089,0.37394152368801825,0.9931810705256813,0.2771864749839409,2017-08-28 17:00:00-03:00,2017-09-13 17:00:00-03:00,369.0820334003846,509.9231217652277,226/071
aq30m/LS8_AQM_221_070_20141020_0110.zip,764.0913409576824,1505.343947751094,1835.1787704919443,85821.38594079929,0.962852537439194,0.6633121266954382,0.706036191624754,0.8731048299720956,0.313878650752959,0.293963808375246,0.9827619338354674,0.33668787330456196,0.9790639893710602,0.18615424737556732,2014-10-04 17:00:00-03:00,2014-10-20 17:00:00-03:00,775.6402291605856,677.1148471100928,221/070
