,aqm30_file,TP,FP,FN,TN,ACC,CE,OE,B,DC,TPR,TNR,PPV,NPV,CSI,start_dt,end_dt,reference_area_km2,model_area_km2,orbita_ponto
0,aq30m/LS8_AQM_222_067_20190923_0107.zip,1449.5686364464937,2462.143731400746,336.78193236984737,85738.50569978292,0.9688963332062343,0.6294286235456916,0.18853070514205028,2.189778667263051,0.508793480366599,0.8114692948579498,0.9720847437373829,0.37057137645430843,0.9960873562943048,0.3411958529336909,2019-09-07 14:00:00-03:00,2019-09-23 14:00:00-03:00,542.3733,1185.2681486767408,222/067
1,aq30m/LS8_AQM_220_074_20200927_0114.zip,2027.8111127676586,3485.458691273094,385.22410477464507,83900.50609118461,0.9568961481080219,0.6321944717304697,0.1596429683139888,2.2847862989981818,0.5116661817192245,0.8403570316860113,0.9601142048388441,0.3678055282695303,0.9954295453823675,0.3437845565521499,2020-09-11 14:00:00-03:00,2020-09-27 14:00:00-03:00,698.9607000000001,1594.0962871415159,220/074
2,aq30m/LS8_AQM_226_071_20191005_0111.zip,539.4792864017808,765.3340246050736,273.2806538463842,88320.90603514675,0.9884468717288128,0.5865467635477343,0.33623784873420526,1.6054104618006242,0.5095259737362552,0.6637621512657947,0.9914090658210319,0.4134532364522658,0.9969153658489386,0.34185498355413324,2019-09-19 14:00:00-03:00,2019-10-05 14:00:00-03:00,240.19830000000002,385.7032478094448,226/071
3,aq30m/LS8_AQM_221_073_20200918_0113.zip,354.8901245026445,949.478268625656,164.28190480327265,88369.34970206843,0.9876025715907643,0.7279218613604226,0.3164305770149091,2.5124011300688043,0.38923197987451996,0.6835694229850909,0.9893697858536928,0.27207813863957736,0.99814441244732,0.24164372213212826,2020-09-02 14:00:00-03:00,2020-09-18 14:00:00-03:00,151.506,380.4508967136614,221/073
4,aq30m/LS8_AQM_220_065_20170919_0105.zip,1527.180979352297,2590.2191722889293,1037.542554860359,84862.05729349841,0.9596991487480221,0.6290909498452436,0.4045436246908671,1.6053972666902776,0.4570944960463253,0.5954563753091329,0.9703813408070371,0.37090905015475634,0.987921450662262,0.2962556649613517,2017-09-03 14:00:00-03:00,2017-09-19 14:00:00-03:00,783.0502024915204,1257.177115007207,220/065
5,aq30m/LS8_AQM_224_069_20210910_0109.zip,3040.449627072462,1620.6698318416375,901.5539422753516,84385.32659881056,0.9719590899840244,0.347699698779916,0.2287044966893598,1.1824239569842043,0.7068246303311841,0.7712955033106401,0.9811563158488792,0.652300301220084,0.98942916030513,0.5465806470720231,2021-08-25 14:00:00-03:00,2021-09-10 14:00:00-03:00,1181.4687,1397.743573516889,224/069
6,aq30m/LS8_AQM_221_073_20210921_0113.zip,1042.7660660713482,2925.074847064265,371.44519316376466,85498.71389370062,0.9633059502634962,0.7371955960685694,0.262651842670708,2.805691785597614,0.38749756883609804,0.737348157329292,0.9669198200086199,0.2628044039314306,0.9956743390589504,0.24030820750850146,2021-09-05 14:00:00-03:00,2021-09-21 14:00:00-03:00,412.3134,1155.537310758055,221/073
7,aq30m/LS8_AQM_221_067_20210719_0107.zip,393.48100535330394,455.45764470074005,456.6823962901225,88681.37895365585,0.9898636465157094,0.5365024253186556,0.5371701433010677,0.9985593927155476,0.46316347503694766,0.4628298566989324,0.9948903544024902,0.46349757468134434,0.9948766846689964,0.301374588327202,2021-07-03 14:00:00-03:00,2021-07-19 14:00:00-03:00,257.5674,257.19106293214594,221/067
8,aq30m/LS8_AQM_220_065_20210829_0105.zip,2849.009834565839,3428.5660709882577,1468.7748698789778,82270.64922456692,0.9455953770858033,0.5461608306408255,0.34016862127632036,1.4538881244106103,0.5377844019536643,0.6598313787236796,0.9599930284173082,0.4538391693591745,0.982460174693554,0.3677873513811488,2021-08-13 14:00:00-03:00,2021-08-29 14:00:00-03:00,1317.2877,1916.6725704236178,220/065
9,aq30m/LS8_AQM_221_070_20190916_0110.zip,2549.624650465321,1918.2795994302833,402.6901875727775,85055.40556253163,0.9741902254408842,0.4293466225188477,0.13639811797320953,1.51335629666945,0.6872100729778616,0.8636018820267904,0.9779441379785383,0.5706533774811523,0.9952878637882323,0.5234729935327063,2019-08-31 14:00:00-03:00,2019-09-16 14:00:00-03:00,882.1773000000001,1332.678935783337,221/070
10,aq30m/LS8_AQM_221_067_20190916_0107.zip,2348.522481082297,1567.055871959326,970.888588087128,85100.53305887125,0.9717965432779574,0.40021057699995616,0.2924882058461236,1.1796003180833428,0.6492124159497603,0.7075117941538764,0.9819187785042689,0.5997894230000438,0.988719965703954,0.4806176956432656,2019-08-31 14:00:00-03:00,2019-09-16 14:00:00-03:00,1006.0875000000001,1186.8041518596085,221/067
11,aq30m/LS8_AQM_226_071_20170913_0111.zip,920.0810944953332,2217.042143760563,325.31426049860687,86436.5625012455,0.9717198589054475,0.7067118424691348,0.2612136452847054,2.5189777894033987,0.4198869097383801,0.7387863547152945,0.9749920812285273,0.29328815753086523,0.9962504930432527,0.26573218861749903,2017-08-28 14:00:00-03:00,2017-09-13 14:00:00-03:00,369.0820334003846,929.0175375529157,226/071
12,aq30m/LS8_AQM_221_070_20141020_0110.zip,1290.1485339151775,2661.4668839984843,1309.121577534449,84665.26300455189,0.9558460460652878,0.673513639999831,0.5036496867977853,1.520278866173637,0.3938852321971723,0.4963503132022146,0.9695228839165838,0.32648636000016884,0.9847731206928905,0.2452410251703302,2014-10-04 14:00:00-03:00,2014-10-20 14:00:00-03:00,775.6402291605856,1178.9325922313485,221/070
